time_step,state,pattern,mapped_prev,mapped_current,mapped_next,status,mapped_to,levenshtein_distance,transition_prev_cur,prob_prev_cur,transition_cur_next,prob_cur_next,probability,confidence_score,decision
322,abbb,bbbb,abbb,bbbb,bbba,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbba,0.20229007633587787,0.10596146855688841,0.10596146855688841,normal
323,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
324,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
325,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
326,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
327,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
328,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
329,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
330,aabb,abbb,aabb,abbb,bbba,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbba,0.2761904761904762,0.15402930402930404,0.15402930402930404,normal
331,abbb,bbba,abbb,bbba,bbaa,seen,,,abbb -> bbba,0.2761904761904762,bbba -> bbaa,0.53125,0.14672619047619048,0.14672619047619048,normal
332,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
333,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
334,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
335,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
336,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
337,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
338,aabb,abbb,aabb,abbb,bbba,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbba,0.2761904761904762,0.15402930402930404,0.15402930402930404,normal
339,abbb,bbba,abbb,bbba,bbaa,seen,,,abbb -> bbba,0.2761904761904762,bbba -> bbaa,0.53125,0.14672619047619048,0.14672619047619048,normal
340,bbba,bbaa,bbba,bbaa,baaa,seen,,,bbba -> bbaa,0.53125,bbaa -> baaa,0.660377358490566,0.3508254716981132,0.3508254716981132,normal
341,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
342,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
343,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
344,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
345,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
346,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
347,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
348,aaab,aaba,aaab,aaba,abab,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abab,0.19117647058823528,0.08088235294117646,0.08088235294117646,anomaly
349,aaba,abab,aaba,abab,baba,seen,,,aaba -> abab,0.19117647058823528,abab -> baba,0.2777777777777778,0.05310457516339869,0.05310457516339869,anomaly
350,abab,baba,abab,baba,abab,seen,,,abab -> baba,0.2777777777777778,baba -> abab,0.59375,0.16493055555555555,0.16493055555555555,normal
351,baba,abab,baba,abab,babb,seen,,,baba -> abab,0.59375,abab -> babb,0.5833333333333334,0.3463541666666667,0.3463541666666667,normal
352,abab,babb,abab,babb,abba,seen,,,abab -> babb,0.5833333333333334,babb -> abba,0.189873417721519,0.1107594936708861,0.1107594936708861,normal
353,babb,abba,babb,abba,bbaa,seen,,,babb -> abba,0.189873417721519,abba -> bbaa,0.673469387755102,0.12787393438388014,0.12787393438388014,normal
354,abba,bbaa,abba,bbaa,baaa,seen,,,abba -> bbaa,0.673469387755102,bbaa -> baaa,0.660377358490566,0.444743935309973,0.444743935309973,normal
355,bbaa,baaa,bbaa,baaa,aaaa,seen,,,bbaa -> baaa,0.660377358490566,baaa -> aaaa,0.708029197080292,0.4675664509020796,0.4675664509020796,normal
356,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
357,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
358,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
359,aaaa,aaab,aaaa,aaab,aabb,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aabb,0.5230769230769231,0.06829268292682927,0.06829268292682927,anomaly
360,aaab,aabb,aaab,aabb,abbb,seen,,,aaab -> aabb,0.5230769230769231,aabb -> abbb,0.5576923076923077,0.291715976331361,0.291715976331361,normal
361,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
362,abbb,bbbb,abbb,bbbb,bbbc,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbc,0.1946564885496183,0.1019629225736096,0.1019629225736096,normal
363,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
364,bbbc,bbcb,bbbc,bbcb,bcbb,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbb,0.5967741935483871,0.15913978494623657,0.15913978494623657,normal
365,bbcb,bcbb,bbcb,bcbb,cbbb,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbbb,0.44285714285714284,0.2642857142857143,0.2642857142857143,normal
366,bcbb,cbbb,bcbb,cbbb,bbbb,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbb,0.5104166666666666,0.22604166666666664,0.22604166666666664,normal
367,cbbb,bbbb,cbbb,bbbb,bbbb,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbbb,0.6030534351145038,0.30780852417302795,0.30780852417302795,normal
368,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
369,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
370,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
371,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
372,bbba,bbaa,bbba,bbaa,baab,seen,,,bbba -> bbaa,0.53125,bbaa -> baab,0.29245283018867924,0.15536556603773585,0.15536556603773585,normal
373,bbaa,baab,bbaa,baab,aabb,seen,,,bbaa -> baab,0.29245283018867924,baab -> aabb,0.6,0.17547169811320754,0.17547169811320754,normal
374,baab,aabb,baab,aabb,abbc,seen,,,baab -> aabb,0.6,aabb -> abbc,0.1346153846153846,0.08076923076923076,0.08076923076923076,anomaly
375,aabb,abbc,aabb,abbc,bbcc,seen,,,aabb -> abbc,0.1346153846153846,abbc -> bbcc,0.4411764705882353,0.05938914027149321,0.05938914027149321,anomaly
376,abbc,bbcc,abbc,bbcc,bccb,seen,,,abbc -> bbcc,0.4411764705882353,bbcc -> bccb,0.3387096774193548,0.14943074003795065,0.14943074003795065,normal
377,bbcc,bccb,bbcc,bccb,ccba,seen,,,bbcc -> bccb,0.3387096774193548,bccb -> ccba,0.16666666666666666,0.0564516129032258,0.0564516129032258,anomaly
378,bccb,ccba,bccb,ccba,cbab,seen,,,bccb -> ccba,0.16666666666666666,ccba -> cbab,0.5,0.08333333333333333,0.08333333333333333,anomaly
379,ccba,cbab,ccba,cbab,babc,seen,,,ccba -> cbab,0.5,cbab -> babc,0.2692307692307692,0.1346153846153846,0.1346153846153846,normal
380,cbab,babc,cbab,babc,abcc,seen,,,cbab -> babc,0.2692307692307692,babc -> abcc,0.4642857142857143,0.125,0.125,normal
381,babc,abcc,babc,abcc,bccb,seen,,,babc -> abcc,0.4642857142857143,abcc -> bccb,0.3333333333333333,0.15476190476190477,0.15476190476190477,normal
382,abcc,bccb,abcc,bccb,ccba,seen,,,abcc -> bccb,0.3333333333333333,bccb -> ccba,0.16666666666666666,0.05555555555555555,0.05555555555555555,anomaly
383,bccb,ccba,bccb,ccba,cbab,seen,,,bccb -> ccba,0.16666666666666666,ccba -> cbab,0.5,0.08333333333333333,0.08333333333333333,anomaly
384,ccba,cbab,ccba,cbab,babc,seen,,,ccba -> cbab,0.5,cbab -> babc,0.2692307692307692,0.1346153846153846,0.1346153846153846,normal
385,cbab,babc,cbab,babc,abcc,seen,,,cbab -> babc,0.2692307692307692,babc -> abcc,0.4642857142857143,0.125,0.125,normal
386,babc,abcc,babc,abcc,bccb,seen,,,babc -> abcc,0.4642857142857143,abcc -> bccb,0.3333333333333333,0.15476190476190477,0.15476190476190477,normal
387,abcc,bccb,abcc,bccb,ccba,seen,,,abcc -> bccb,0.3333333333333333,bccb -> ccba,0.16666666666666666,0.05555555555555555,0.05555555555555555,anomaly
388,bccb,ccba,bccb,ccba,cbab,seen,,,bccb -> ccba,0.16666666666666666,ccba -> cbab,0.5,0.08333333333333333,0.08333333333333333,anomaly
389,ccba,cbab,ccba,cbab,babb,seen,,,ccba -> cbab,0.5,cbab -> babb,0.38461538461538464,0.19230769230769232,0.19230769230769232,normal
390,cbab,babb,cbab,babb,abbc,seen,,,cbab -> babb,0.38461538461538464,babb -> abbc,0.22784810126582278,0.08763388510223953,0.08763388510223953,anomaly
391,babb,abbc,babb,abbc,bbcb,seen,,,babb -> abbc,0.22784810126582278,abbc -> bbcb,0.47058823529411764,0.10722263588979895,0.10722263588979895,normal
392,abbc,bbcb,abbc,bbcb,bcbb,seen,,,abbc -> bbcb,0.47058823529411764,bbcb -> bcbb,0.5967741935483871,0.2808349146110057,0.2808349146110057,normal
393,bbcb,bcbb,bbcb,bcbb,cbba,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbba,0.34285714285714286,0.2046082949308756,0.2046082949308756,normal
394,bcbb,cbba,bcbb,cbba,bbaa,seen,,,bcbb -> cbba,0.34285714285714286,cbba -> bbaa,0.44,0.15085714285714286,0.15085714285714286,normal
395,cbba,bbaa,cbba,bbaa,baab,seen,,,cbba -> bbaa,0.44,bbaa -> baab,0.29245283018867924,0.12867924528301886,0.12867924528301886,normal
396,bbaa,baab,bbaa,baab,aaba,seen,,,bbaa -> baab,0.29245283018867924,baab -> aaba,0.23636363636363636,0.06912521440823327,0.06912521440823327,anomaly
397,baab,aaba,baab,aaba,abaa,seen,,,baab -> aaba,0.23636363636363636,aaba -> abaa,0.7941176470588235,0.18770053475935827,0.18770053475935827,normal
398,aaba,abaa,aaba,abaa,baaa,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baaa,0.8676470588235294,0.6890138408304498,0.6890138408304498,normal
399,abaa,baaa,abaa,baaa,aaaa,seen,,,abaa -> baaa,0.8676470588235294,baaa -> aaaa,0.708029197080292,0.6143194504079005,0.6143194504079005,normal
400,baaa,aaaa,baaa,aaaa,aaaa,seen,,,baaa -> aaaa,0.708029197080292,aaaa -> aaaa,0.8593974175035868,0.608478463487941,0.608478463487941,normal
401,aaaa,aaaa,aaaa,aaaa,aaaa,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaaa,0.8593974175035868,0.7385639212118342,0.7385639212118342,normal
402,aaaa,aaaa,aaaa,aaaa,aaab,seen,,,aaaa -> aaaa,0.8593974175035868,aaaa -> aaab,0.13055954088952654,0.11220253227091305,0.11220253227091305,normal
403,aaaa,aaab,aaaa,aaab,aaba,seen,,,aaaa -> aaab,0.13055954088952654,aaab -> aaba,0.4230769230769231,0.055236728837876614,0.055236728837876614,anomaly
404,aaab,aaba,aaab,aaba,abab,seen,,,aaab -> aaba,0.4230769230769231,aaba -> abab,0.19117647058823528,0.08088235294117646,0.08088235294117646,anomaly
405,aaba,abab,aaba,abab,babc,seen,,,aaba -> abab,0.19117647058823528,abab -> babc,0.1388888888888889,0.026552287581699346,0.026552287581699346,anomaly
406,abab,babc,abab,babc,abcb,seen,,,abab -> babc,0.1388888888888889,babc -> abcb,0.5,0.06944444444444445,0.06944444444444445,anomaly
407,babc,abcb,babc,abcb,bcbb,seen,,,babc -> abcb,0.5,abcb -> bcbb,0.5384615384615384,0.2692307692307692,0.2692307692307692,normal
408,abcb,bcbb,abcb,bcbb,cbbb,seen,,,abcb -> bcbb,0.5384615384615384,bcbb -> cbbb,0.44285714285714284,0.23846153846153845,0.23846153846153845,normal
409,bcbb,cbbb,bcbb,cbbb,bbbb,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbb,0.5104166666666666,0.22604166666666664,0.22604166666666664,normal
410,cbbb,bbbb,cbbb,bbbb,bbba,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbba,0.20229007633587787,0.10325222646310432,0.10325222646310432,normal
411,bbbb,bbba,bbbb,bbba,bbab,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbab,0.3958333333333333,0.08007315521628498,0.08007315521628498,anomaly
412,bbba,bbab,bbba,bbab,babb,seen,,,bbba -> bbab,0.3958333333333333,bbab -> babb,0.6233766233766234,0.24675324675324672,0.24675324675324672,normal
413,bbab,babb,bbab,babb,abbb,seen,,,bbab -> babb,0.6233766233766234,babb -> abbb,0.5822784810126582,0.36297879335854016,0.36297879335854016,normal
414,babb,abbb,babb,abbb,bbbb,seen,,,babb -> abbb,0.5822784810126582,abbb -> bbbb,0.5238095238095238,0.3050030138637734,0.3050030138637734,normal
415,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
416,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
417,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
418,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
419,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
420,bbbb,bbbb,bbbb,bbbb,bbbc,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbc,0.1946564885496183,0.1173882640871744,0.1173882640871744,normal
421,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
422,bbbc,bbcb,bbbc,bbcb,bcbc,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbc,0.25806451612903225,0.06881720430107527,0.06881720430107527,anomaly
423,bbcb,bcbc,bbcb,bcbc,cbcb,seen,,,bbcb -> bcbc,0.25806451612903225,bcbc -> cbcb,0.4,0.1032258064516129,0.1032258064516129,normal
424,bcbc,cbcb,bcbc,cbcb,bcbb,seen,,,bcbc -> cbcb,0.4,cbcb -> bcbb,0.38,0.15200000000000002,0.15200000000000002,normal
425,cbcb,bcbb,cbcb,bcbb,cbbb,seen,,,cbcb -> bcbb,0.38,bcbb -> cbbb,0.44285714285714284,0.1682857142857143,0.1682857142857143,normal
426,bcbb,cbbb,bcbb,cbbb,bbbc,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbc,0.34375,0.15223214285714284,0.15223214285714284,normal
427,cbbb,bbbc,cbbb,bbbc,bbcb,seen,,,cbbb -> bbbc,0.34375,bbbc -> bbcb,0.26666666666666666,0.09166666666666666,0.09166666666666666,anomaly
428,bbbc,bbcb,bbbc,bbcb,bcbb,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbb,0.5967741935483871,0.15913978494623657,0.15913978494623657,normal
429,bbcb,bcbb,bbcb,bcbb,cbbb,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbbb,0.44285714285714284,0.2642857142857143,0.2642857142857143,normal
430,bcbb,cbbb,bcbb,cbbb,bbbb,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbb,0.5104166666666666,0.22604166666666664,0.22604166666666664,normal
431,cbbb,bbbb,cbbb,bbbb,bbbb,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbbb,0.6030534351145038,0.30780852417302795,0.30780852417302795,normal
432,bbbb,bbbb,bbbb,bbbb,bbbc,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbc,0.1946564885496183,0.1173882640871744,0.1173882640871744,normal
433,bbbb,bbbc,bbbb,bbbc,bbcc,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcc,0.7238095238095238,0.14089422028353324,0.14089422028353324,normal
434,bbbc,bbcc,bbbc,bbcc,bccb,seen,,,bbbc -> bbcc,0.7238095238095238,bbcc -> bccb,0.3387096774193548,0.24516129032258063,0.24516129032258063,normal
435,bbcc,bccb,bbcc,bccb,ccbb,seen,,,bbcc -> bccb,0.3387096774193548,bccb -> ccbb,0.5138888888888888,0.17405913978494622,0.17405913978494622,normal
436,bccb,ccbb,bccb,ccbb,cbba,seen,,,bccb -> ccbb,0.5138888888888888,ccbb -> cbba,0.18333333333333332,0.09421296296296294,0.09421296296296294,anomaly
437,ccbb,cbba,ccbb,cbba,bbab,seen,,,ccbb -> cbba,0.18333333333333332,cbba -> bbab,0.46,0.08433333333333333,0.08433333333333333,anomaly
438,cbba,bbab,cbba,bbab,babb,seen,,,cbba -> bbab,0.46,bbab -> babb,0.6233766233766234,0.28675324675324676,0.28675324675324676,normal
439,bbab,babb,bbab,babb,abbc,seen,,,bbab -> babb,0.6233766233766234,babb -> abbc,0.22784810126582278,0.14203518000986354,0.14203518000986354,normal
440,babb,abbc,babb,abbc,bbcc,seen,,,babb -> abbc,0.22784810126582278,abbc -> bbcc,0.4411764705882353,0.10052122114668652,0.10052122114668652,normal
441,abbc,bbcc,abbc,bbcc,bccb,seen,,,abbc -> bbcc,0.4411764705882353,bbcc -> bccb,0.3387096774193548,0.14943074003795065,0.14943074003795065,normal
442,bbcc,bccb,bbcc,bccb,ccbb,seen,,,bbcc -> bccb,0.3387096774193548,bccb -> ccbb,0.5138888888888888,0.17405913978494622,0.17405913978494622,normal
443,bccb,ccbb,bccb,ccbb,cbbb,seen,,,bccb -> ccbb,0.5138888888888888,ccbb -> cbbb,0.525,0.26979166666666665,0.26979166666666665,normal
444,ccbb,cbbb,ccbb,cbbb,bbbb,seen,,,ccbb -> cbbb,0.525,cbbb -> bbbb,0.5104166666666666,0.26796875,0.26796875,normal
445,cbbb,bbbb,cbbb,bbbb,bbbc,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbbc,0.1946564885496183,0.09935591603053434,0.09935591603053434,anomaly
446,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
447,bbbc,bbcb,bbbc,bbcb,bcbb,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbb,0.5967741935483871,0.15913978494623657,0.15913978494623657,normal
448,bbcb,bcbb,bbcb,bcbb,cbba,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbba,0.34285714285714286,0.2046082949308756,0.2046082949308756,normal
449,bcbb,cbba,bcbb,cbba,bbaa,seen,,,bcbb -> cbba,0.34285714285714286,cbba -> bbaa,0.44,0.15085714285714286,0.15085714285714286,normal
450,cbba,bbaa,cbba,bbaa,baab,seen,,,cbba -> bbaa,0.44,bbaa -> baab,0.29245283018867924,0.12867924528301886,0.12867924528301886,normal
451,bbaa,baab,bbaa,baab,aabb,seen,,,bbaa -> baab,0.29245283018867924,baab -> aabb,0.6,0.17547169811320754,0.17547169811320754,normal
452,baab,aabb,baab,aabb,abbb,seen,,,baab -> aabb,0.6,aabb -> abbb,0.5576923076923077,0.3346153846153846,0.3346153846153846,normal
453,aabb,abbb,aabb,abbb,bbbb,seen,,,aabb -> abbb,0.5576923076923077,abbb -> bbbb,0.5238095238095238,0.29212454212454214,0.29212454212454214,normal
454,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
455,bbbb,bbbb,bbbb,bbbb,bbbb,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbb,0.6030534351145038,0.3636734456034031,0.3636734456034031,normal
456,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
457,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
458,bbba,bbaa,bbba,bbaa,baab,seen,,,bbba -> bbaa,0.53125,bbaa -> baab,0.29245283018867924,0.15536556603773585,0.15536556603773585,normal
459,bbaa,baab,bbaa,baab,aaba,seen,,,bbaa -> baab,0.29245283018867924,baab -> aaba,0.23636363636363636,0.06912521440823327,0.06912521440823327,anomaly
460,baab,aaba,baab,aaba,abaa,seen,,,baab -> aaba,0.23636363636363636,aaba -> abaa,0.7941176470588235,0.18770053475935827,0.18770053475935827,normal
461,aaba,abaa,aaba,abaa,baab,seen,,,aaba -> abaa,0.7941176470588235,abaa -> baab,0.1323529411764706,0.1051038062283737,0.1051038062283737,normal
462,abaa,baab,abaa,baab,aaba,seen,,,abaa -> baab,0.1323529411764706,baab -> aaba,0.23636363636363636,0.031283422459893045,0.031283422459893045,anomaly
463,baab,aaba,baab,aaba,abab,seen,,,baab -> aaba,0.23636363636363636,aaba -> abab,0.19117647058823528,0.045187165775401064,0.045187165775401064,anomaly
464,aaba,abab,aaba,abab,babb,seen,,,aaba -> abab,0.19117647058823528,abab -> babb,0.5833333333333334,0.11151960784313726,0.11151960784313726,normal
465,abab,babb,abab,babb,abbb,seen,,,abab -> babb,0.5833333333333334,babb -> abbb,0.5822784810126582,0.339662447257384,0.339662447257384,normal
466,babb,abbb,babb,abbb,bbbb,seen,,,babb -> abbb,0.5822784810126582,abbb -> bbbb,0.5238095238095238,0.3050030138637734,0.3050030138637734,normal
467,abbb,bbbb,abbb,bbbb,bbbb,seen,,,abbb -> bbbb,0.5238095238095238,bbbb -> bbbb,0.6030534351145038,0.31588513267902585,0.31588513267902585,normal
468,bbbb,bbbb,bbbb,bbbb,bbbc,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbbc,0.1946564885496183,0.1173882640871744,0.1173882640871744,normal
469,bbbb,bbbc,bbbb,bbbc,bbcb,seen,,,bbbb -> bbbc,0.1946564885496183,bbbc -> bbcb,0.26666666666666666,0.051908396946564885,0.051908396946564885,anomaly
470,bbbc,bbcb,bbbc,bbcb,bcbb,seen,,,bbbc -> bbcb,0.26666666666666666,bbcb -> bcbb,0.5967741935483871,0.15913978494623657,0.15913978494623657,normal
471,bbcb,bcbb,bbcb,bcbb,cbbb,seen,,,bbcb -> bcbb,0.5967741935483871,bcbb -> cbbb,0.44285714285714284,0.2642857142857143,0.2642857142857143,normal
472,bcbb,cbbb,bcbb,cbbb,bbbb,seen,,,bcbb -> cbbb,0.44285714285714284,cbbb -> bbbb,0.5104166666666666,0.22604166666666664,0.22604166666666664,normal
473,cbbb,bbbb,cbbb,bbbb,bbbb,seen,,,cbbb -> bbbb,0.5104166666666666,bbbb -> bbbb,0.6030534351145038,0.30780852417302795,0.30780852417302795,normal
474,bbbb,bbbb,bbbb,bbbb,bbba,seen,,,bbbb -> bbbb,0.6030534351145038,bbbb -> bbba,0.20229007633587787,0.12199172542392635,0.12199172542392635,normal
475,bbbb,bbba,bbbb,bbba,bbaa,seen,,,bbbb -> bbba,0.20229007633587787,bbba -> bbaa,0.53125,0.10746660305343511,0.10746660305343511,normal
476,bbba,bbaa,bbba,bbaa,baab,seen,,,bbba -> bbaa,0.53125,bbaa -> baab,0.29245283018867924,0.15536556603773585,0.15536556603773585,normal
477,bbaa,baab,bbaa,baab,aabb,seen,,,bbaa -> baab,0.29245283018867924,baab -> aabb,0.6,0.17547169811320754,0.17547169811320754,normal
478,baab,aabb,baab,aabb,abbc,seen,,,baab -> aabb,0.6,aabb -> abbc,0.1346153846153846,0.08076923076923076,0.08076923076923076,anomaly
479,aabb,abbc,aabb,abbc,bbcc,seen,,,aabb -> abbc,0.1346153846153846,abbc -> bbcc,0.4411764705882353,0.05938914027149321,0.05938914027149321,anomaly
480,abbc,bbcc,abbc,bbcc,bccc,seen,,,abbc -> bbcc,0.4411764705882353,bbcc -> bccc,0.6451612903225806,0.2846299810246679,0.2846299810246679,normal
481,bbcc,bccc,bbcc,bccc,cccb,seen,,,bbcc -> bccc,0.6451612903225806,bccc -> cccb,0.29333333333333333,0.18924731182795698,0.18924731182795698,normal
482,bccc,cccb,bccc,cccb,ccbb,seen,,,bccc -> cccb,0.29333333333333333,cccb -> ccbb,0.5231788079470199,0.15346578366445918,0.15346578366445918,normal
